path,audio,text,duration
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0010.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0010.wav,এবং দ্বিতীয় জিনিস এখানে যা নীচে অব্যাবস্থিত রয়েছে,6.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0011.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0011.wav,এখানে এই statue খুব ভালো মত রয়েছে এবং আমি মনে করি এটি এই ইমেজের corner পয়েন্টের মধ্যে একটি,10.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0012.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0012.wav,তাই আমি প্রথমে এখানে থাকা জিনিসগুলি এখান থেকে দুর করি,5.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0013.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0013.wav,সুতরাং আমি image zoom করি এবং brush tool চয়ন করি,14.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0014.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0014.wav,এটি cloning tool দ্বারা করা ভালো জিনিস এবং আমাকে এখানে একেবারে নিখুঁত কাজ করতে have না কারণ অন্তিম image সকল ছোট জিনিস অদৃশ্য হয়ে যাবে,15.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0015.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0015.wav,তাই আমি clone tool চয়ন করি এবং brush আকার পরিবর্তন করি,8.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0016.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0016.wav,এখন আমি ctrl টিপি এবং শুরুর paint পেতে click করি এবং এখন আমি শুধু paint করা শুরু করি,11.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0017.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0017.wav,কিন্তু সেটি শুরু করার আগে আমি overlay mode normal mode এ opacity কে 100 এ বদলাই এবং এখন পেন্ট করা শুরু করি,18.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0018.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0018.wav,image একটু অস্পষ্ট তাই আমি paint করতে একটি অন্য brush চয়ন করি,15.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0019.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0019.wav,এখন আমি এখানে border যাই এবং paint করি,40.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0020.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0020.wav,অতএব সেই লোক চলে গেছে,4.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0021.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0021.wav,that অব্যাবস্থিত রয়ে গেছে,3.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0022.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0022.wav,আমি এখানে flower pot রাখতে চাই কিন্তু এখান থেকে এই জিনিস সরাতেই হবে,19.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0023.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0023.wav,আমি এই মুহূর্তে flower পটের এই বর্ডারের ধ্যান রাখবো,21.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0024.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0024.wav,যদি আমি এইভাবে এই image রাখি তাহলে আপনি cloning এর traces দেখবেন কিন্তু যখন আমি comic mode খুলবো সেটি নষ্ট হয়ে যাবে,19.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0025.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0025.wav,তাই এখন এখানে flower pot সম্পর্কে কিছু করি,23.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0026.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0026.wav,আমি মনে করি আমাকে এই পয়েন্ট থেকে clone করা উচিত,20.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0027.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0027.wav,এই zoom step এটি খুব ভালো মনে হচ্ছে না কিন্তু আমি মনে করি এটি কাজ করবে,8.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0028.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0028.wav,comic image মূলত তিনটি অংশ রয়েছে,5.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0029.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0029.wav,প্রথমত কোনো রঙ ছাড়া কালো প্যাচ অথবা গাঢ় প্যাচ রয়েছে যা image কাঠামো দেয়,11.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0030.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0030.wav,তারপর lines রয়েছে যা image forms এবং items সংজ্ঞায়িত করে,7.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0031.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0031.wav,এবং তারপর রঙ রয়েছে এবং আমরা এটিকে প্যাচ যুক্ত tutorial সাথে শুরু করব,7.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0032.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0032.wav,এবং এই জন্য,11.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0033.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0033.wav,আমি layer double করি এবং এটিকে ink বলি,10.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0034.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0034.wav,আমি threshold tool চয়ন করি এবং image টিপি এবং info window image টানি,12.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0035.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0035.wav,আপনি এখানে দেখেন যে image কালো এবং সাদা,6.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0036.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0036.wav,এটি tool ইমেজকে কালো এবং সাদাতে বিভাজিত করে,5.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0037.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0037.wav,pixel এই মুহূর্তে 82 এর থেকে লাইট হলে লাল সবুজ এবং নীল এর গড় মানের জন্য সমন্বয় হল সাদা,14.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0038.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0038.wav,এবং যদি level 82 এর নীচে থাকে এটি কালো হয়ে যায়,12.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0039.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0039.wav,এখন এখানে প্রথম সমস্যা আমাদের সামনে আসে,5.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0040.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0040.wav,আমি when slider চারিদিকে ড্রেগ করলে ইফেক্ট খুব গাঢ় হয়ে যায়,7.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0041.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0041.wav,এখানে এই value 129 রল্ফ স্টাইনর্টের চেহারার বাম অংশ কাঁধ এবং statue জন্য সুন্দর হবে,14.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0042.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0042.wav,এখানে চোখের জন্য এটি সুন্দর হবে,8.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0043.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0043.wav,এবং এটি অন্য চোখের জন্য,5.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0044.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0044.wav,এখন এই ইমেজের জন্য আমকে বিভিন্ন ink layer ব্যবহার করতে have,8.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0045.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0045.wav,তাই lighter দিক দিয়ে শুরু করি এখানে এর মত এবং image 100% পর্যন্ত ফিরে যান,13.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0046.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0046.wav,আমি এখানে এটি double করি এবং threshold tool চয়ন করি এবং এই slider নীচে টানি,15.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0047.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0047.wav,কিন্তু তারপর আমাকে উপরের layer অদৃশ্য করতে have,17.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0048.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0048.wav,আমি মনে করি এই value মুখের এই অংশের জন্য ভালো,10.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0049.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0049.wav,আমি এই layer copy বানাতে চাই এবং এটিকে দৃশ্যমান করতে চাই এবং এখন আমি এই layer উপর কাজ করব,12.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0050.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0050.wav,আমাকে এখানে মাঝের পদক্ষেপ দেখতে have,5.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0051.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0051.wav,মুখের এই অংশে আমার মনে হয় বেশ ভালো কাজ করছে তাই আমি image চারপাশে দেখি,10.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0052.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0052.wav,statue ও ঠিক রয়েছে,3.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0053.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0053.wav,এই ইমেজের এখানে একটি ভালো পরিভাষা রয়েছে এবং রল্ফ স্টাইনর্টের হাতের কাছে line অদৃশ্য রয়েছে এবং যাকে optical ইলিউশন বলা has,15.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0054.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0054.wav,আমি মনে করি এটি ভালো এবং image রাখা উচিত,8.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0055.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0055.wav,এখন আমি threshold tool চয়ন করি এখানে line দৃশ্যমান করি এবং একটু সংজ্ঞা পেতে উজ্জ্বল অংশ দেখি এবং এটিকে উপরে slide করি,19.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0056.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0056.wav,that ভালো দেখায়,4.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0057.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0057.wav,এখন আমার কাছে ink layer 3 টি copies রয়েছে,5.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0058.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0058.wav,প্রথমটি হল ink light,11.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0059.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0059.wav,উপরের layer হল ink dark,6.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0060.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0060.wav,এবং এখন মাঝের layer শুধু ink name দিন,6.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0061.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0061.wav,এখন তিনটি লেয়ার দেখি এবং এটি নিশ্চিত করুন যে কার ব্যবহার বেশী করতে হবে,9.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0062.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0062.wav,আমি মনে করি ink layer একটি ভালো base কারণ এটি খুব light এবং এটি খুব dark,12.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0063.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0063.wav,অতএব আমি এই layer নীচে রাখি এবং আমি dark layer এবং light layer একটি layer mask যোগ করি,11.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0064.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0064.wav,আমি black একটি layer mask যোগ করি যা সম্পূর্ণরূপে স্বচ্ছ,6.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0065.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0065.wav,তাই এখানে সবকিছু অদৃশ্য হয়ে যায়,8.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0066.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0066.wav,আমি যখন light layer when layer mask উপর সাদা ড্রেগ করি image এটিতে দেখায়,19.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0067.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0067.wav,সুতরাং আমি এখানে normal mode সাথে brush tool চয়ন করি এবং opacity 100%,10.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0068.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0068.wav,আমি মনে করি আমি hard brush ব্যবহার করব এবং pressure sensitivity size হতে হবে তাই আমি যখন পৃষ্ঠে brush টিপি dot বড় হয়ে যাবে,25.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0069.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0069.wav,আমার foreground রঙ সাদা,4.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0070.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0070.wav,এখন শুরু করি,4.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0071.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0071.wav,আমি মনে করি চেহারার বাম অংশ উজ্জ্বল করা উচিত,6.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0072.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0072.wav,image zoom করতে আমি 1 টিপি,5.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0073.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0073.wav,আমি মনে করি এই brush খুবই ছোট তাই আমি এটিকে একটু উপরে scale করি,14.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0074.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0074.wav,that ভালো দেখায়,7.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0075.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0075.wav,কিন্তু সম্ভবত এটি খুব উজ্জ্বল,5.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0076.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0076.wav,এটি নয়তো কালো be সাদা হওয়া উচিত,42.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0077.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0077.wav,সুতরাং আমি x key এর সাথে রঙ switch key এবং আবার এখানে paint key,10.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0078.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0078.wav,কিন্তু আমি মনে করি আমি এটি এখানে ছাড়তে পারি এবং এর উপরে পরের layer রাখতে পারি,17.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0079.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0079.wav,এখন আমরা ক্ষেত্র এবং কাঠামো সম্পর্কে অধিক আগ্রহী তাই আমাদের lines ভুলে যাওয়া উচিত এবং এখানে শুধু কাঠামো দেখুন,16.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0080.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0080.wav,এটিকে এইভাবে ছেড়ে দিন,4.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0081.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0081.wav,আমি একটি অন্য layer সহজে জুড়তে পারি এবং এখন আমি dark অংশ সাদা রঙ দিয়ে paint করি,10.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0082.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0082.wav,এখন দেখি যে যদি এখানে আমি একটু দেখাতে পারি,7.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0083.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0083.wav,আমি মনে করি এটি খুব বেশী,5.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0084.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0084.wav,আমি চেহারা একটু বেশী গাঢ় করতে চাই,12.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0085.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0085.wav,এবং এখানেও,11.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0086.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0086.wav,আমি মনে করি যে এটি খুব dark,12.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0087.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0087.wav,এখানে এখনো কিছু কাজ করা বাকি রয়েছে কিন্তু আমি এটি এখানে ছাড়বো এবং এটিকে lines সাথে পরের ধাপ করার পরে দেখব এবং তারপর আমি এখানে সমাযোজিত করতে পারি,15.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0088.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0088.wav,এটিকে একটু অধিক উজ্জ্বল করতে হবে,3.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0089.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0089.wav,এখন আমরা সেখানে সম্পাদনা দেখবো,4.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0090.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0090.wav,in ধাপে আমাকে কিছু lines জুড়তে have এবং এটি background layer ডাবল করে করা যেতে পারে এবং এটিকে উপরে রাখুন এবং এটিকে line naming দিন,15.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0091.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0091.wav,lines বিভিন্ন রঙের মাঝের প্রান্ত,7.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0092.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0092.wav,আমি filters we যাই তারপর edgedetect এবং এখানে আমার কাছে gaussians edge detect এর অন্তর রয়েছে,18.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0093.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0093.wav,প্রাসঙ্গিক slider হল radius এবং আপনি the এর সংখ্যা হ্রাস করেন তাহলে lines পাতলা হয়ে যায়,12.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0094.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0094.wav,আপনি সংখ্যা বৃদ্ধি করলে lines চওড়া হয়ে যায় এবং আপনি image অধিক বিবরণ পান,11.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0095.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0095.wav,আমি 10 এর কাছাকাছি পছন্দ করব কিন্তু আমি 30 পর্যন্ত যেতে পারি এবং তারপর নিশ্চিত করব যে বাস্তবে আমাকে কোথায় থামা উচিত,14.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0096.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0096.wav,যখন আমি 30 তে যাই তখন আমি প্রান্ত পাই না ক্ষেত্র পাই এবং এখানে 12 এটি দেবে,17.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0097.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0097.wav,আমি মনে করি আমি 10 এই থাকবো,10.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0098.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0098.wav,আমি এই layer layer mode multiply এ set করি এবং বৃদ্ধিশীল রঙের জন্য পরে আমাকে image সাদাকে কম করা প্রয়োজন,13.0
/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0099.wav,/home/abdullahmm/Shivam/train/train_wav/103277_EZTr6oOssv22fR3n_0099.wav,এখন যাচাই করি যে আমরা এখন পর্যন্ত যা করেছি তা ঠিক কি নয়,6.0
